id,name,rank,country
810,hakobdilif,Specialist,Armenia
811,is1813r,Expert,Kazakhstan
812,KenMuse,Expert,United States
813,LiSA,Expert,
814,Mc_Queen,"Unrated,",
815,bei_li,Expert,China
816,99NL,Pupil,China
817,tragiangvu,Candidate Master,Vietnam
818,Cherry0525,Expert,
819,var_temp,Expert,
820,McDicGen,"Unrated,",
821,scimoon,Candidate Master,
822,Quinas,Expert,Chile
823,krasotka_Len0chka,Expert,
824,Zeus726,Expert,Iran
825,andr0901,Master,Russia
826,Antetokounmpo,Candidate Master,China
827,daddy_is_home,Expert,India
828,EIKOU,Candidate Master,
829,zhou2003,Candidate Master,China
830,Supermagzzz,Candidate Master,Russia
831,shengzihang,Expert,
832,Paniago,Candidate Master,Brazil
833,N_o_o_B,Candidate Master,India
834,pk842,Expert,
835,Dmaxiya__,Expert,
836,U25,Expert,
837,ccsupeach,Expert,China
838,F202130100,Expert,Iran
839,qcwlmqy,Candidate Master,
840,alkil,Specialist,Russia
841,anonymous_Bunny,Candidate Master,India
842,bhavyashah9873,Expert,India
843,mrboorger,Master,Belarus
844,Honour_34,Candidate Master,
845,oleh1421,International Grandmaster,Ukraine
846,TopGun__,Candidate Master,India
847,Zovube,Expert,Russia
848,Deep_Kevin,Master,China
849,caidzh,Master,China
850,Andres_Alumets,Master,Estonia
851,vangtrangtan,Expert,Vietnam
852,Vaseline_Warrior,Candidate Master,Belarus
853,tubone,Candidate Master,Brazil
854,Bosca,Candidate Master,ОАЭ
855,yorky,Master,Russia
856,yet_super_CONFIDENCE,Expert,Bangladesh
857,curly_braces,Candidate Master,Bangladesh
858,DIvanCode,Master,Russia
859,nagiss,Candidate Master,Japan
860,Utkarsh.25dec,Master,India
861,makacha,Expert,Vietnam
862,nahid08,Expert,Bangladesh
863,SprinkleYu,Expert,China
864,Zaher,Candidate Master,Syria
865,its_aks_ulure,Candidate Master,India
866,AccFT,Expert,Russia
867,AstroDuyen72,Specialist,Vietnam
868,Zhmyh,Expert,Belarus
869,Setsumi,Candidate Master,China
870,red1108,Candidate Master,South Korea
871,kaixinqi,Candidate Master,China
872,Abhi_13,Expert,India
873,Shinbai,Candidate Master,Kazakhstan
874,BingHongCha,"Unrated,",
875,alex_36,Master,
876,evgenstf,Expert,
877,Mr_Solution,Expert,
878,gs18103,Expert,South Korea
879,19130X,"Unrated,",
880,Imperi,Candidate Master,Japan
881,_--,Candidate Master,
882,GandarfGamer,Candidate Master,Russia
883,oleg76,Expert,Belarus
884,Nazarbek.,Expert,Узбекистан
885,ZloyHR,Candidate Master,Ukraine
886,blinkshot,Specialist,
887,Psychik,Master,India
888,coffee_machine,Master,Russia
889,c19m,Expert,Russia
890,jagarwal,Expert,India
891,wxbxmxuxnxy,Expert,
892,KaguraNana,Expert,
893,Demon-Slayer,Expert,Vietnam
894,Obada-AlAbbadi,Candidate Master,Jordan
895,x20,Master,Japan
896,masteranimax,Expert,India
897,chirag11032000,Expert,India
898,water30,Expert,
899,romi_sm,Candidate Master,Iran
900,Gazizonoki,Expert,
901,mnaveenkumar2009,Master,India
902,gupta_samarth,Expert,India
903,arsh99,Expert,India
904,semjon.00,Candidate Master,Estonia
905,Yang1208,Candidate Master,China
906,dvyn01,Candidate Master,India
907,thelittleboy,Expert,China
908,Raghu150999,Candidate Master,India
909,AyaBenSaad,Expert,Tunisia
910,SashaPROS3,Candidate Master,Russia
911,valerikk,Master,Russia
912,codancer2000,Expert,China
913,kaodigua,Expert,
914,0pangktey0,Specialist,Bangladesh
915,Volodya333,Expert,Russia
916,hnust_zhangpeng,Expert,China
917,LuchkinVyacheslav,Master,Russia
918,HenriqueBrito,Expert,Brazil
919,wzazzy,Expert,
920,Dishant_18,Expert,India
921,HeydarBABA,Master,Iran
922,yashgarg2107,Candidate Master,India
923,Super_Fireboy,Expert,China
924,SnowfuryGiant,Expert,Switzerland
925,at1,Expert,Russia
926,phocom,Candidate Master,Japan
927,jiayiqun,Expert,
928,syksykCCC,Candidate Master,China
929,0-jij-0,Candidate Master,Lebanon
930,SeismicToss,Expert,India
931,mihir_thakkar,Specialist,India
932,bira37,Candidate Master,Brazil
933,rushabh7,Candidate Master,India
934,Cardstell,Candidate Master,
935,tattosha_aptan,Expert,Israel
936,Arsenal_FC,Expert,United Kingdom
937,highex,Expert,
938,CarlosPaucarpoma,Expert,
939,igba,Expert,Brazil
940,Szki,Expert,China
941,meiqwq_bf,Expert,
942,I_love_Kuroni,Candidate Master,Vietnam
943,BananaApple.cheissmart,Master,Taiwan
944,2kan,Expert,Russia
945,AS.82,Expert,Iran
946,kafuuchino01,Expert,
947,swqeaaa,Expert,
948,BB2211,Candidate Master,India
949,Charbel11,Master,Lebanon
950,Henry_Huang,Expert,China
951,MMXIX,Expert,Brazil
952,DP009,Expert,India
953,BeChameleon,Expert,Georgia
954,Tiny,Expert,
955,Yuki726,Candidate Master,
956,Saurabh303,Expert,India
957,yako,Expert,
958,2fat2code,Candidate Master,Moldova
959,Nesrin,Expert,Egypt
960,Saborit,Specialist,Cuba
961,XWFLS,Expert,China
962,Vigne,Expert,
963,yueyuanzhiyyz,Candidate Master,
964,DifferentHeaven,Pupil,
965,Pro_king,Candidate Master,China
966,utkarshh12,Expert,India
967,som,Expert,India
968,CodeKracker,Expert,India
969,T_BONE_289,Expert,India
970,Houbunsha,Expert,China
971,MIOC69,Expert,
972,GodSavesXY,Expert,
973,serreja,Expert,Russia
974,rkill,Candidate Master,
975,tezst,Expert,
976,ToToT,Expert,China
977,arshad2117,Expert,India
978,Killian0812,Expert,Vietnam
979,MrLou,Specialist,
980,Shienyangbt,Expert,China
981,binaryLifter,Expert,Brazil
982,2044760548,Expert,
983,JMagdalina,Expert,Serbia
984,yussgrw,Specialist,China
985,hoke_t,Candidate Master,United States
986,zl666,Expert,
987,GoneFludd,Specialist,
988,paulzrm,Expert,China
989,_siam,Specialist,Bangladesh
990,KetchupZ,Expert,China
991,Monic,Expert,Russia
992,Mr_Math,Specialist,Egypt
993,compilation__error,Expert,
994,Vladikus004,Candidate Master,Belarus
995,Redpojoe,International Master,China
996,Ufowoqqqo,Candidate Master,China
997,nzhtl1477,Candidate Master,China
998,lvlouhs,Expert,China
999,Yasuoo,Expert,Vietnam
1000,goodmorning200,Expert,
1001,jack234232,Candidate Master,China
1002,feluamn,Expert,Japan
1003,13958806684,Candidate Master,
1004,VahitGuetta,Candidate Master,Turkey
1005,Sortoite,Master,
1006,m_99,Grandmaster,Japan
1007,caeious,Expert,China
1008,holeguma,Candidate Master,Japan
1009,Imagine_I,Candidate Master,
1010,ExposingFameSeekers,Candidate Master,Tunisia
1011,Bartholomew,Candidate Master,China
1012,russkiy,Candidate Master,
1013,vlatko,Master,Croatia
1014,Scut82,Expert,
1015,disposrestfulIy,Master,
1016,justin_cao,Candidate Master,China
1017,DP_I_J_K_L_M,Candidate Master,
1018,titia,Master,Japan
1019,_huhao,"Unrated,",
1020,RedStar_13,Master,North Korea
1021,MartinLele,Candidate Master,China
1022,__CYJian__,Candidate Master,China
1023,Vn_nV_eskemer14,Expert,Russia
1024,ixay,Expert,
1025,Wallbreaker4th,Expert,
1026,EternalAlexander,Master,China
1027,EggyFour,"Unrated,",China
1028,CPX99,Specialist,Jordan
1029,hzl4456,Expert,
1030,nullstellensatz,Candidate Master,China
1031,Round_Dice,Master,Switzerland
1032,731777,Candidate Master,Ukraine
1033,Vanek,Master,Russia
1034,Mbfibat,Candidate Master,Vietnam
1035,2337559178,Candidate Master,
1036,Revlis,Candidate Master,
1037,_DYT,Expert,China
1038,rctxdy,Expert,
1039,skydogli,Candidate Master,China
1040,czjxyz,Candidate Master,
1041,klimoza,International Master,Russia
1042,godusheep,Candidate Master,South Korea
1043,charlieyan,Candidate Master,China
1044,inside_man,Candidate Master,India
1045,Amorphophallus,Expert,China
1046,LJF007,Candidate Master,China
1047,orzyyc,Candidate Master,
1048,jk89,Candidate Master,Poland
1049,dmikhalin,Candidate Master,Russia
1050,errorgorn,Grandmaster,Singapore
1051,kmyiu,Candidate Master,Hong Kong
1052,An_Account,Candidate Master,China
1053,Boterphile,Candidate Master,
1054,liuandi,Expert,China
1055,wany_zy,Candidate Master,China
1056,bluexzy,Candidate Master,
1057,balakrishnan,Candidate Master,United States
1058,LinaInverse,Expert,
1059,LJB001127,Specialist,China
1060,Shivram,Candidate Master,India
1061,HNO2,Master,Taiwan
1062,libra9z,Candidate Master,China
1063,exqt,Expert,South Korea
1064,LeiQ,Candidate Master,China
1065,Dno_1568,Expert,
1066,Mirbek_aka,Expert,Кыргызстан
1067,Tony321,Expert,China
1068,_Megumi_,Expert,Vietnam
1069,MeowMr,Expert,Russia
1070,Nikhil_Medam,Candidate Master,India
1071,WaterColor2037,Master,
1072,I_love_QMsh,Candidate Master,Russia
1073,737,Candidate Master,China
1074,PouyaNavid,Expert,Iran
1075,GottaGoFaster,Expert,Russia
1076,Mickey-snow,Expert,Hong Kong
1077,Mojumbo,Master,Japan
1078,permui,Candidate Master,China
1079,JasonBaby,Candidate Master,Canada
1080,pelmenner,Expert,
1081,Leonidas,Candidate Master,Poland
1082,Ka_Bar,Master,
1083,21August,Candidate Master,Moldova
1084,wubba_lubba_dub_dub,Expert,India
1085,KKT_89,Candidate Master,Japan
1086,akathil,Candidate Master,India
1087,Arrias,Master,Russia
1088,badpoet,Expert,China
1089,Mucosolvan,Candidate Master,Poland
1090,psevdoinsaf,Candidate Master,Russia
1091,KonaeAkira,Master,Vietnam
1092,wangjincheng,Candidate Master,China
1093,Jason_Zhan,Candidate Master,
1094,installb,Master,China
1095,..ow_ow..,Expert,
1096,ustze,Master,Svalbard and Jan Mayen
1097,beast_sl,Candidate Master,Russia
1098,Redhood,Master,Belarus
1099,RongYi,Specialist,
1100,Paulliant,Candidate Master,China
1101,SemonChan,Candidate Master,China
1102,habibulka,Expert,Russia
1103,Joxa_P,Expert,Serbia
1104,MrLolthe1st,Candidate Master,Russia
1105,mcfr,Master,France
1106,chasedeath,Candidate Master,
1107,caidodo0_0,Candidate Master,China
1108,i_love_gnar,Expert,
1109,CSP,Expert,China
1110,soodo,Expert,South Korea
1111,RetiredDog,Candidate Master,China
1112,Z8N,Candidate Master,Russia
1113,Mayimg,Expert,Japan
1114,starcy,Expert,
1115,smhh22,Master,Iran
1116,C20192413,Expert,Zimbabwe
1117,SuperSuck,Expert,Russia
1118,Polyte_Walrus,Candidate Master,
1119,SBOne,Expert,Russia
1120,durid17,Candidate Master,Georgia
1121,ttttan,International Master,Japan
1122,Liquor2020,Expert,
1123,COUNTERATTACK1,Specialist,China
1124,Mehrdad_Sohrabi,International Master,Iran
1125,saiton03,"Unrated,",Japan
1126,Luvwgyx,Expert,China
1127,Veladus,Candidate Master,Germany
1128,sunhy,Expert,
1129,Extraordinary_,Candidate Master,Russia
1130,The_Cai,Candidate Master,China
1131,1849285087,Expert,
1132,1O1,Expert,Туркмения
1133,aaaaaawsl,Candidate Master,China
1134,Abra_Stone,Expert,South Korea
1135,ZPAYAUR,Expert,
1136,Dragon_Fly_02,Candidate Master,France
1137,achvanov,Master,Russia
1138,176000849,Expert,
1139,orangejuice9,Expert,
1140,Bielik,Expert,Poland
1141,chocopuu,Candidate Master,Japan
1142,Sholja7,Expert,Bosnia and Herzegovina
1143,yyqchemic,Expert,China
1144,egrpetko,Specialist,
1145,cimh,Expert,
1146,madn,Master,Russia
1147,Matuha777,Candidate Master,Russia
1148,amr962,Candidate Master,Syria
1149,jdurie,Master,United States
1150,Liiiov_V,Expert,Armenia
1151,ivandasfs,Master,Croatia
1152,Left_utkarsh,Candidate Master,
1153,Asuna,Candidate Master,China
1154,Depthfirst,Expert,South Korea
1155,Mtaylor,Candidate Master,Tunisia
1156,-_-O,"Unrated,",
1157,Ryan0v0,Expert,
1158,Soapen,Expert,Germany
1159,Soetdit,Expert,
1160,LittleLyrical,Candidate Master,South Korea
1161,littleju,Candidate Master,
1162,autoACmachine,Candidate Master,
1163,dashuai009,Expert,China
1164,nirvana,Candidate Master,Indonesia
1165,LJFOO7,Expert,
1166,twytch19,Master,
1167,weng_weijie,Candidate Master,China
1168,Ayamt,Candidate Master,
1169,vfleaqueen,"Unrated,",
1170,verngutz,Master,Philippines
1171,AbbCCCdddd,Expert,
1172,Kontol,Expert,Indonesia
1173,iyym,Candidate Master,
1174,Jian_Ron,Candidate Master,China
1175,alexwice,Master,Canada
1176,hyper_sinnniy,Candidate Master,
1177,keep__calm2,Candidate Master,
1178,akifpatel,International Master,United States
1179,ddytxdy,International Master,China
1180,ataIasion,Master,
1181,MAUZER,Master,
1182,gwq2017,Master,China
1183,ransewhale,Master,Japan
1184,auto_mowu_machine,Expert,China
1185,dinosaurs,Candidate Master,United States
1186,Home3,Expert,China
1187,greencis,Master,Belarus
1188,usernamema,"Unrated,",
1189,StepMommy,Master,
1190,LittleFall,Candidate Master,China
1191,hahavodox,Candidate Master,Bangladesh
1192,aza.ibagaliev,Specialist,Kazakhstan
1193,tiger0132,Candidate Master,China
1194,cxk0707,Candidate Master,China
1195,Hezx,Candidate Master,Vietnam
1196,TMCOTEAM,Candidate Master,Туркмения
1197,C21,Master,India
1198,Monogon,Grandmaster,United States
1199,LowR,International Master,Japan
1200,wh_ZH,Candidate Master,
1201,wijayareynaldo,Candidate Master,Indonesia
1202,BenniKartefla,Master,Iceland
1203,NOI2021,Candidate Master,
1204,PHenning,Expert,China
1205,ducker,Expert,
1206,lckcode,Candidate Master,Hong Kong
1207,fthl,Candidate Master,
1208,shenxy13,Grandmaster,Singapore
1209,xXx_KevinDu58_xXx,Expert,France
1210,hardstuck,Candidate Master,
1211,leason,Candidate Master,China
1212,gumnam,Master,
1213,Zars20,Expert,China
1214,yudedako,Master,Japan
1215,existars,Candidate Master,
1216,Mahir83,Expert,India
1217,Echo6342,Candidate Master,China
1218,ly_61,Expert,China
1219,LJFan,Expert,China
1220,TelmaZzzz,Candidate Master,China
1221,astrom.lars,Master,Sweden
1222,JoeyX,Candidate Master,Brazil
1223,CSXiang,Expert,China
1224,huxiaotaostasy,Expert,China
1225,KLL,Expert,
1226,Agua_Podrida,Master,Argentina
1227,vivace_jr,Master,India
1228,enjapma,Master,Japan
1229,TAB_0905,Master,Japan
1230,cavary_cl,Candidate Master,China
1231,Laiu,Expert,Romania
1232,tuhi,Expert,Vietnam
1233,RiverHamster,Candidate Master,China
1234,xpov1LL,Expert,Spain
1235,PhantasmDragon,Master,China
1236,ne4eHbKa,Master,Belarus
1237,edsa,Candidate Master,Spain
1238,Who_is_IC,Expert,China
1239,Osaaama,Candidate Master,
1240,Fischer,Master,Peru
1241,Evolylenol,Master,China
1242,iwxw,Candidate Master,
1243,koyumeishi,Master,Japan
1244,WNG,Master,France
1245,ano0406,Specialist,
1246,gsyz,Expert,China
1247,TheLurkingStarman,Candidate Master,United States
1248,work_hard.,Expert,China
1249,WillyPillow,Candidate Master,Taiwan
1250,2016wudi,Master,China
1251,700YKSEULB,Expert,China
1252,ProximaCentauri,Candidate Master,Bangladesh
1253,JasonZhan,Candidate Master,China
1254,yakamoto,Expert,Japan
1255,bukefala,Candidate Master,Croatia
1256,nweeks,Master,France
1257,low_rater,"Unrated,",
1258,Imakf,Candidate Master,China
1259,jeshrz,Expert,Ghana
1260,ngtkana,Master,Japan
1261,-osdajigu-,Candidate Master,Colombia
1262,WeZoomIn,Candidate Master,
1263,Dranoel321,Expert,Brazil
1264,hocky,Candidate Master,Indonesia
1265,Dillonh_,Expert,China
1266,JKLover,Expert,
1267,icpc_loser,Candidate Master,India
1268,Prostoegor239,Master,Russia
1269,Drand,Candidate Master,
1270,yyh2000112,Expert,
1271,tlnllkbp,Master,China
1272,Bench0310,Grandmaster,Slovenia
1273,Fugtemypt,Candidate Master,China
1274,farmerboy,Master,Vietnam
1275,bruno.iljazovic,Candidate Master,Croatia
1276,albaniliu,Candidate Master,China
1277,ankurdua15,Candidate Master,India
1278,lahlah,Expert,China
1279,vstrimaitis,Master,Lithuania
1280,shurongwang,Candidate Master,China
1281,yizr_cnyali,Candidate Master,China
1282,bear_smurf,Expert,
1283,Stepavly,Candidate Master,Russia
1284,PhilTheFish,Master,Germany
1285,_-_,Expert,China
1286,luositing,Expert,China
1287,Chaigidel,Candidate Master,
1288,supernanren,Candidate Master,
1289,Combi,International Master,Vietnam
1290,syksykVVV,Expert,China
1291,Unlimited_zero,Expert,
1292,runlimit_excepted,Expert,
1293,claw88,Candidate Master,Japan
